cleaned,complaint,not_complaint,username,tweet,date,kmeans_umap,kmeans_flair,kmeans_pca,dbscan_umap,dbscan_flair,dbscan_pca
lanjot ⃣ minimalisir penggunaan transportasi nih suka kesanakemari transport umum🙄,,,koinworks,"Lanjot yang ke 3⃣, minimalisir penggunaan transportasi umum. Siapa nih yang masih suka kesana-kemari naik transport umum?🙄",2020-03-19,0,0,0,-1,-1,0
ada min jajan diluar gak min bandel sih u gw kasih saldo kas nih biar betah pendanaan dirumah😡,,,koinworks,"Ada pertanyaan ""Min aku mau jajan diluar, boleh gak Min?"" Bandel amat sih u. Gw kasih Saldo Kas juga nih biar betah pendanaan dirumah😡",2020-03-19,0,0,0,-1,-1,0
⃣ udah sebisa dirumah kondisi kayak bener gak nder,,,koinworks,"Yang ke 2⃣ udah pasti, sebisa mungkin harus dirumah! Ini sangat penting. Apalagi saat kondisi kayak sekarang. Bener gak Nder?",2020-03-19,0,0,0,-1,-1,0
⃣ wajib inget adalaaah perbanyak asupan vitamin minum air putih iyalah badan sehat lakuin🤗,,,koinworks,"Yang ke 1⃣ wajib kamu inget adalaaah, perbanyak asupan vitamin dan minum air putih! Iyalah, mau punya badan sehat kan? Yuk lakuin🤗",2020-03-19,0,0,0,-1,-1,0
belom nerapin social distancing hayo ngaku😡,,,koinworks,Siapa yang belom nerapin Social Distancing? Hayo ngaku😡,2020-03-19,0,0,0,-1,-1,0
social distancing⚠️ nomer manjur a thread,,,koinworks,"5 HAL PENTING YANG HARUS DILAKUKAN SAAT SOCIAL DISTANCING⚠️

*Nomer 5 Paling Manjur!

- A THREAD -",2020-03-19,0,4,0,-1,-1,0
social distancing wajib diterapin kondisi kayak coba miko tau sepenting sih social distancing kamu🤔,,,koinworks,Social distancing bukan cuma penting tapi juga wajib buat diterapin saat kondisi kayak sekarang. Coba MiKo mau tau sepenting apa sih Social Distancing buat kamu?🤔,2020-03-19,0,0,0,-1,-1,0
check out koinemployee powered by we offer you a complete solution in accessing an easy fast and low rate employee loans perfect for all your personal needs and get all the benefits …,,,ivanasrk95,"Hi, check out *KoinEmployee powered by KoinWorks* We offer you a complete solution in accessing an *easy, fast and low rate employee loans perfect for all your personal needs.* *Download and Get all the benefits:*  https://koinworks.onelink.me/Nfbo/8P99Q352K3/?ref-code=VN63600 …",2020-03-18,0,1,3,-1,36,18
check out koinemployee powered by we offer you a complete solution in accessing an easy fast and low rate employee loans perfect for all your personal needs and get all the benefits …,,,ivanasrk95,"Hi, check out *KoinEmployee powered by KoinWorks* We offer you a complete solution in accessing an *easy, fast and low rate employee loans perfect for all your personal needs.* *Download and Get all the benefits:*  https://koinworks.onelink.me/Nfbo/8P99Q352K3/?ref-code=VN63600 …",2020-03-18,0,1,3,-1,36,18
check out koinemployee powered by we offer you a complete solution in accessing an easy fast and low rate employee loans perfect for all your personal needs and get all the benefits …,,,ivanasrk95,"Hi, check out *KoinEmployee powered by KoinWorks* We offer you a complete solution in accessing an *easy, fast and low rate employee loans perfect for all your personal needs.* *Download and Get all the benefits:*  https://koinworks.onelink.me/Nfbo/8P99Q352K3/?ref-code=VN63600 …",2020-03-18,0,1,3,-1,36,18
check out koinemployee powered by we offer you a complete solution in accessing an easy fast and low rate employee loans perfect for all your personal needs and get all the benefits …,,,ivanasrk95,"Hi, check out *KoinEmployee powered by KoinWorks* We offer you a complete solution in accessing an *easy, fast and low rate employee loans perfect for all your personal needs.* *Download and Get all the benefits:*  https://koinworks.onelink.me/Nfbo/8P99Q352K3/?ref-code=VN63600 …",2020-03-18,0,1,3,-1,36,18
social distancing biar interaksi sosial minim salah upaya biar virus corona nggak gampang nyebar social distancing ada nggak boleh… …,,,koinworks,"Social distancing dilakukan biar interaksi sosial minim. Hal ini merupakan salah satu upaya biar virus corona nggak gampang nyebar.

Selama social distancing ini ada beberapa hal yang boleh dan nggak boleh…  https://www.instagram.com/p/B94DMD3AhUf/?igshid=y0pxrnuzpqnj …",2020-03-18,0,4,0,-1,-1,0
nanya februari ada terima rupiah,,,rio_rv,@koinworks mau nanya ini kok sejak Februari tidak ada yg saya terima satu rupiah pun?  pic.twitter.com/gM7acn17ZC,2020-03-18,0,0,0,-1,-1,0
virus corona mewabah lihat peluang …,,,kontannews,"Virus corona masih mewabah, Koinworks lihat sebagai peluang  http://keuangan.kontan.co.id/news/virus-corona-masih-mewabah-koinworks-lihat-sebagai-peluang …",2020-03-17,0,4,0,-1,-1,0
batakaringgmailcom,,,umaymarlong,batakaring@gmail.com,2020-03-17,0,0,0,-1,-1,0
presiden jokowi sudah menyarankan warga indonesia social distancing perusahaan sudah menerapkan sistem wfh work from home karyawannya minggu mengurangi… …,,,koinworks,Presiden Jokowi sudah menyarankan warga Indonesia untuk social distancing. Perusahaan pun banyak yang sudah menerapkan sistem WFH (Work From Home) kepada karyawannya selama 2 minggu ke depan. Hal ini untuk mengurangi…  https://www.instagram.com/p/B91XFIygWYT/?igshid=i4c5oa1mviys …,2020-03-17,0,4,0,-1,-1,0
yanno wkakak 😂😂,,,vanyaasty,Yanno wkakak 😂😂,2020-03-17,0,0,0,-1,-1,0
zhiedjiegmailcom,,,djie74439081,Zhie.djie22@gmail.com,2020-03-17,0,4,0,-1,-1,0
halo dibantu infokan alamat email pengajuan pinjamannya dm bisa coba cek 🙏,,,koinworks,Halo! Boleh dibantu infokan alamat email Anda yang digunakan buat pengajuan pinjamannya di KoinWorks ke DM kami dulu? Supaya kami bisa coba cek 🙏,2020-03-17,0,0,0,-1,-1,0
hai husnan maaf ketidaknyamanannya perihal berlanjut iya dibantu infokan husnan alamat email terdaftar dm dicek 😊,,,koinworks,"Hai Husnan, maaf yaa atas ketidaknyamanannya! Perihal ini, apakah masih berlanjut? Kalau iya, boleh dibantu infokan yaa Husnan alamat email Anda yang terdaftar di KoinWorks ke DM kami buat dicek 😊",2020-03-17,0,0,0,-1,-1,0
halo aria dibantu infokan id produk pinjaman maksudkan dm bisa coba cek 😊,,,koinworks,Halo Aria! Mungkin boleh dibantu infokan dulu ID Produk dari pinjaman yang Anda maksudkan ke DM? Supaya kami bisa coba cek yaa 😊,2020-03-17,0,0,0,-1,-1,0
almon perihal bantu update infonya dm cek dm 🙏,,,koinworks,Hi Almon! Perihal ini telah kami bantu sampaikan yaa update infonya di DM. Yuk cek DM Anda 🙏,2020-03-17,0,0,0,-1,-1,0
calvin klik menu koinpp menu home klik home klik tombol navigasi ditandai titik horizontal klik portfolio bisa sesuaikan filternya npl 😊,,,koinworks,Hi Calvin! Caranya klik menu KoinP2P di menu Home Anda ( https://prnt.sc/qhs40l ) > klik Home lagi > klik tombol Navigasi ditandai 3 titik horizontal > klik Portfolio ( https://prnt.sc/qhs439 ). Nantinya Anda bisa sesuaikan filternya menjadi NPL yaa 😊,2020-03-17,0,0,0,-1,-1,0
let me introduce you to indonesia first super financial get return up to pa and noncollateralized loan in one single apps and use my mr to get koin or click,,,madarangga,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single apps
 
 Download and *Use my code MR89006 to get 350,000* KOIN or click  https://koinworks.onelink.me/LgVI/a8227f51 ",2020-03-17,7,2,3,-1,-1,-1
investasi loan id e proposal grade a tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,,,vaporvolx,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong pic.twitter.com/IYxUeY9T34",2020-03-17,1,4,0,29,37,0
investasi loan id e proposal grade a tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,,,vaporvolx,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong pic.twitter.com/IYxUeY9T34",2020-03-17,1,4,0,29,37,0
investasi loan id e proposal grade a tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,,,vaporvolx,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong pic.twitter.com/IYxUeY9T34",2020-03-17,1,4,0,29,37,0
investasi loan id e proposal grade a tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,,,vaporvolx,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong pic.twitter.com/IYxUeY9T34",2020-03-17,1,4,0,29,37,0
investasi loan id e proposal grade a tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,,,vaporvolx,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong pic.twitter.com/IYxUeY9T34",2020-03-17,1,4,0,29,37,0
investasi loan id e proposal grade a tenure jatuh tempo pembayaran oct gagal bayar ada kejelasan pembayaran dana proteksi fintech investasibodong,,,vaporvolx,"#investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019 gagal bayar dan tidak ada kejelasan dari #koinworks untuk pembayaran dana proteksi

#fintech #investasibodong pic.twitter.com/IYxUeY9T34",2020-03-17,1,4,0,29,37,0
中国报复似有困难，被制裁的位美国公民中有人重复进入制裁名单,,,voachinese,中国报复似有困难，被制裁的11位美国公民中有3人重复进入制裁名单 http://dlvr.it/RdMfqr ,2020-08-10,0,4,0,-1,-1,0
中国报复似有困难，被制裁的位美国公民中有人重复进入制裁名单,,,voachinese,中国报复似有困难，被制裁的11位美国公民中有3人重复进入制裁名单 http://dlvr.it/RdMfqr ,2020-08-10,0,4,0,-1,-1,0
hati gan,,,gemmazaslavski,"Hati2 gan, bukan dari KoinWorks itu",2020-03-16,0,0,0,-1,-1,0
gimana mengupload dokumen tambahan ada proses pengajuan pinjamantetapi dokumen maksudnya,,,djie74439081,@koinworks gimana cara mengupload dokumen tambahan ?? Saya sedang ada proses pengajuan pinjaman.tetapi saya di minta dokumen seperti ini apa maksudnya ???  pic.twitter.com/aGsvKwgljV,2020-03-16,0,0,0,-1,-1,0
hatihati akunakun mengatasnamakan informasi resmi berasal bercentang biru facebook kali nemuin akun… …,,,koinworks,"Hati-hati terhadap akun-akun yang mengatasnamakan KoinWorks.

Informasi resmi cuma berasal dari instagram @koinworks yang bercentang biru, Facebook KoinWorks atau Twitter @koinworks 

Kali kamu nemuin akun…  https://www.instagram.com/p/B9ylDZQgQ63/?igshid=kum36f8pdh6k …",2020-03-16,0,0,0,-1,-1,0
halo informasikan akun palsu akun resmi memiliki centang biru pastikan teliti terkait terima kasih,,,koinworks,"Halo, kami informasikan bahwa akun tersebut adalah palsu. Karena akun resmi Instagram kami yang memiliki Centang Biru. Pastikan kamu teliti terkait hal ini. Terima kasih!:)",2020-03-16,0,0,0,-1,-1,0
strategi keuangan era digital perannya menggelar acara dilo surabaya pekan tanggal maret acara hadir pemateri willy sanjaya head of financial consultant,,,dilosurabaya,Strategi keuangan di era digital menjadi semakin penting perannya. Sehingga Koinworks menggelar acara di DILo Surabaya pekan lalu di tanggal 10 Maret 2020. Pada acara tersebut hadir sebagai pemateri ialah Willy Sanjaya yang juga merupakan Head of Financial Consultant di Koinworks  pic.twitter.com/623foiDnu3,2020-03-16,0,4,0,-1,-1,0
let me introduce you to indonesia first super financial get return up to pa and noncollateralized loan in one single click to watch video and use my bn to get koin,,,tcl_bonivasius,"Hi, let me introduce you to *KoinWorks*, Indonesia First Super Financial App. Get *return up to 18% p.a* and *non-collateralized loan* in one single app. 
 
 *Click to watch video* 
  https://youtu.be/D1N34eRVkqM  
 
 Download and *Use my code BN57755 to get 350,000* KOIN",2020-03-16,7,2,3,-1,-1,1
kalo pendanaan tenor pengembalian dana bunga nya,,,ariajoyo,Kenapa kalo pendanaan 200.000 tenor 1bulan  pengembalian dana hanya bunga nya aja 1475 bukan 203000,2020-03-15,0,0,0,-1,-1,0
akun resmi bantuan data,,,bayuart,@koinworks : akun resmi bantuan koinworks ig? kok minta data2  pic.twitter.com/249NEltbb1,2020-03-15,0,4,0,-1,-1,0
lowongan kerja loker lowongankerja lowongankerjajakarta jobjabodetabek jobjakarta perusahaan fintech lending ternama indonesia dikelola pt lunaria annua teknologi memliki core bisnis melayani investasi …,,,amjobnet,"LOWONGAN KERJA 
#loker #lowongankerja #lowongankerjajakarta #jobjabodetabek #jobjakarta
KoinWorks merupakan perusahaan Fintech Lending ternama di Indonesia. KoinWorks dikelola oleh PT Lunaria Annua Teknologi memliki core bisnis dalam melayani investasi  https://amjob.net/job/desk-collection-officer/ … pic.twitter.com/q8rGWom9JE",2020-03-14,0,4,0,-1,-1,0
sudah nggak asing hidup perkotaan ada kebutuhannya kebutuhan dadakan pribadi hidup boros bisa diatasi gimana… …,,,koinworks,"Memang sudah nggak asing lagi, kalau hidup di perkotaan itu ada saja kebutuhannya. Kebutuhan dadakan dan keinginan pribadi yang membuat hidup kita jadi terlihat lebih boros

Namun, semua itu bisa diatasi kok. Gimana?…  https://www.instagram.com/p/B9sps-sAO59/?igshid=afyt9zgzlu9i …",2020-03-14,0,0,0,-1,-1,0
hadirkan fintech super financial jawa timur financialservices technolgy payments,,,fintechina,.@koinworks Hadirkan #Fintech Super Financial App di Jawa Timur  https://buff.ly/2QdW67w  #financialservices #technolgy #payments pic.twitter.com/ZXG7ASDfdw,2020-03-13,0,4,0,-1,-1,0
error gak kak coba dm ya dibantu tim customer service😉,,,koinworks,"masih error gak kak? Coba DM ke kita ya, nanti akan dibantu sama tim customer service😉",2020-03-13,0,0,0,-1,-1,0
error ya min gak muncul listnya,,,kmzkgyn,koinworks lagi error ya min? gak muncul list-nya  pic.twitter.com/y0690DlJEY,2020-03-12,0,0,0,-1,-1,0
kalo debitur rating grade a bisa dipercaya debitur rating grade rendah kapok investasi,,,vaporvolx,"Kalo debitur dengan rating grade A3 saja ternyata tidak bisa dipercaya apalagi debitur2 lainnya dengan rating grade lebih rendah ?

#Kapok #investasi #koinworks @koinworks",2020-03-12,0,4,0,-1,-1,0
itikad follow up berinisiatif pertengahan feb keterlambatan pembayaran jawabannya,,,vaporvolx,"Karena tidak adanya itikad baik dari pihak Koinworks untuk melakukan follow up, maka saya berinisiatif untuk menanyakan hal ini sejak pertengahan bulan Feb 2020 (hampir 4 bulan sejak keterlambatan pembayaran) namun jawabannya tidak jelas dan  pic.twitter.com/f0WNweVg7g",2020-03-12,0,4,0,-1,-1,0
juli investasi loan id e proposal grade a tenure jatuh tempo pembayaran oct untung dapatkan berinvestasi,,,vaporvolx,"Pada bulan Juli 2019 saya melakukan #investasi di @koinworks (loan ID 212019e483) untuk proposal dengan grade A3 dan tenure 3 bulan yg seharusnya jatuh tempo pembayaran pada bulan Oct 2019.

Bukannya untung yg saya dapatkan dengan berinvestasi di #koinworks namun justru  pic.twitter.com/FyICr7JR9m",2020-03-12,1,4,0,29,-1,0
hobinya rebahan can relate,,,koinworks,"yang hobinya rebahan, can relate pic.twitter.com/zVFuRzSS8d",2020-03-12,0,0,0,-1,-1,0
ngahaha lucuk min pen goyang😆,,,koinworks,ngahaha lucuk min. jadi pen goyang😆,2020-03-11,0,0,0,-1,-1,0
hujannya ngagetin nih kayak tibatiba dateng kasih cuan sampe,,,koinworks,"Hujannya ngagetin banget nih, kayak dia yang tiba-tiba dateng terus kasih aku cuan sampe 18%",2020-03-11,0,0,0,-1,-1,0
pake jalan alternatifnya mendanai bisa sumber pendapatan pasif untukmu lho modal rp bisa pengembalian imbal hasil efektif menarik sob😱🤑,,,koinworks,"Pake KoinWorks adalah jalan alternatifnya. Mendanai di KoinWorks bisa menjadi sumber pendapatan pasif yang baik untukmu, lho. Hanya dengan modal awal Rp100.000 kamu bisa mendapatkan pengembalian imbal hasil efektif mulai dari 18% per tahun. Menarik banget kan Sob?😱🤑",2020-03-11,0,4,0,-1,-1,0
kalo investasi bentuk saham bisa min bisa bisa memilih investasi alternatif bentuk saham alternatifnya,,,koinworks,"Terus kalo saya mau investasi tapi tidak dalam bentuk saham, apa bisa min?

Tentu bisa dong! Kamu bisa memilih investasi alternatif yang tidak dalam bentuk saham. Terus apa alternatifnya?",2020-03-11,0,0,0,-1,-1,0
coba hemat biar bisa liburan lebaran bisa coba terkecil kaya bawa bekel kantor sampe nggak beli kantong plastik supermarket biar hemat bisa ngurangin sampah… …,,,koinworks,"Coba hemat bulan ini biar bisa liburan lebaran nanti. Kamu bisa coba dari hal terkecil kaya bawa bekel ke kantor sampe nggak beli kantong plastik di supermarket. Selain biar hemat, kamu juga bisa ngurangin sampah…  https://www.instagram.com/p/B9ltJ4cAGOE/?igshid=519ag61ooow …",2020-03-11,0,0,0,-1,-1,0
halo fahrul mengajukan pinjaman silakan aplikasi handphone daftar sesuai kebutuhan mengajukan pinjaman koin employee pinjaman pribadi silakan daftar akun personal 😊,,,koinworks,"Halo Fahrul! Untuk mengajukan pinjaman di KoinWorks, silakan download dulu yaa aplikasi kami di handphone Anda kemudian daftar sesuai dengan kebutuhan Anda. Bila Anda ingin mengajukan pinjaman Koin Employee buat pinjaman pribadi, silakan daftar sebagai Akun Personal 😊",2020-03-11,0,4,0,-1,-1,0
pulkam kemana kak nebeng bisa kali😆,,,koinworks,pulkam kemana kak? nebeng bisa kali😆,2020-03-11,0,0,0,-1,-1,0
info detailnya bisa tanya langsung dm ya kak,,,koinworks,Info detailnya bisa tanya langsung ke kita lewat DM ya kak,2020-03-11,0,0,0,-1,-1,0
iyaa dm sudah dibalas dicek 😊,,,koinworks,"Iyaa DM Anda sebelumnya sudah dibalas kok, yuk boleh dicek 😊",2020-03-11,3,0,0,-1,-1,0
aliza maaf ketidaknyamanannya perihal sudah bantu update infonya dm dicek 😊,,,koinworks,Hi Aliza! Maaf sekali yaa atas ketidaknyamanannya dan perihal ini sudah kami bantu sampaikan update infonya di DM. Yuk boleh dicek 😊,2020-03-11,0,0,0,-1,-1,0
hello khandar menyediakan informasi tkb tingkat keberhasilan persentase 😊,,,koinworks,"Hello Khandar! Untuk saat ini kami menyediakan informasi TKB90 yaa atau Tingkat Keberhasilan yakni berada di persentase 97,85% 😊",2020-03-11,0,4,0,-1,-1,0
rame tanggal libur pemerintah emangnya udah tau mana🙄,,,koinworks,Lagi rame tanggal libur 2020 di tambah sama Pemerintah. Emangnya kalian udah tau pada mau ke mana?🙄,2020-03-11,0,0,0,-1,-1,0
⃣ berdasarkan perdagangan ada blue chip stocks income stocks speculative stocks counter cylical stocks bahasannya lumayan cek ya … 😆,,,koinworks,"Dan yang ke 3⃣ adalah Berdasarkan Perdagangan! Beberapa diantaranya, ada Blue Chip Stocks, Income Stocks, Speculative Stocks dan Counter Cylical Stocks. Ini bahasannya lumayan panjang, jadi cek disini aja ya  https://koinworks.com/blog/jenis-jenis-saham/#ftoc-heading-3 … 😆",2020-03-11,0,4,0,-1,-1,0
registered stocks saham nama kebalikan saham unjuk nama pemegang saham tertulis namanya kertas mengalihkan kepemilikan prosedur udah paham sob,,,koinworks,"Sedangkan, Registered Stocks biasa disebut Saham Atas Nama dan merupakan kebalikan dari saham atas unjuk, di mana nama pemegang saham tertulis jelas namanya di dalam kertas saja.  Selain itu, untuk mengalihkan kepemilikan juga harus melalui prosedur tertentu. Udah paham kan Sob?",2020-03-11,0,4,0,-1,-1,0
bearer stocks saham unjuk tertulis nama pemiliknya alasan mudah dipindahtangankan investor saham dipilih investor perjualbelikan kembali👍,,,koinworks,"Bearer Stocks atau Saham atas Unjuk secara tidak tertulis nama pemiliknya.  Alasan hal ini ditujukan agar nantinya mudah dipindahtangankan dari satu investor ke yang lainnya. Saham ini, banyak dipilih oleh para investor untuk mereka perjualbelikan kembali👍",2020-03-11,0,4,0,-1,-1,0
oke ⃣ jenisjenis saham berdasarkan peralihannya jenis bearer stocks registered stocks perbedaannya,,,koinworks,"Oke, jadi yang ke 2⃣ adalah jenis-Jenis Saham Berdasarkan Cara Peralihannya. Beberapa jenis diantaranya, Bearer Stocks
dan Registered Stocks. Apa perbedaannya?",2020-03-11,0,4,0,-1,-1,0
huft kemarin miko sibuk nih lanjutin threadnya,,,koinworks,Huft kemarin MiKo lagi sibuk banget nih. Lanjutin lagi yuk threadnya!,2020-03-11,0,0,0,-1,-1,0
tips berinvestasi …,,,teknogav,"Tips Berinvestasi dengan KoinWorks --  https://www.teknogav.com/2020/02/tips-investasi-koinworks.html …
@koinworks",2020-03-11,0,4,0,-1,-1,0
tips berinvestasi …,,,teknogav,"Tips Berinvestasi dengan KoinWorks --  https://www.teknogav.com/2020/02/tips-investasi-koinworks.html …
@koinworks",2020-03-11,0,4,0,-1,-1,0
promo siapapunbisa untung berbagi solusi bisnis aplikasi …,,,ayuekasari19,[PROMO] #SiapapunBisa Saling Untung Setiap Berbagi Solusi Bisnis di Aplikasi  https://koinworks.com/blog/promo-referral-koinbisnis/ … lewat @koinworks,2020-03-11,0,4,0,-1,-1,0
promo siapapunbisa untung berbagi solusi bisnis aplikasi …,,,ayuekasari19,[PROMO] #SiapapunBisa Saling Untung Setiap Berbagi Solusi Bisnis di Aplikasi  https://koinworks.com/blog/promo-referral-koinbisnis/ … lewat @koinworks,2020-03-11,0,4,0,-1,-1,0
dear ngasi tau kalo tampilan enak diliat ribet gak bisa liat arus kas keluarmasuk dgn nyaman,,,glasgowsoul,"Dear @koinworks, ngasi tau aja kalo tampilan app yg dulu lebih enak diliat. Yg sekarang ribet, saya gak bisa liat arus kas keluar-masuk dgn nyaman",2020-03-10,0,0,0,-1,-1,0
gina maaf nih ketidaknyamanannya perihal sudah bantu dm dicek 😊,,,koinworks,Hi Gina! Maaf banget nih atas ketidaknyamanannya tapi perihal ini sudah kami bantu jawab yaa di DM Anda. Yuk boleh dicek 😊,2020-03-10,0,0,0,-1,-1,0
⃣ berdasarkan hak tagih klaim jenis saham saham diperdagangkan pasar modal karakteristik saham bisa klaim kepemilikan penghasilan aset perusahaan,,,koinworks,"Yang ke 1⃣ adalah berdasarkan hak tagih atau klaim! Jenis saham ini biasa disebut saham biasa yang umum diperdagangkan dalam pasar modal.

Karakteristik dari saham ini yaitu bisa melakukan klaim kepemilikan di semua penghasilan dan aset perusahaan.",2020-03-10,0,4,0,-1,-1,0
investor wajib nih jenisjenis saham ada masingmasing kelemahan kelebihannya tau lanjut⬇️,,,koinworks,"Sebagai seorang Investor kamu wajib tahu nih dengan jenis-jenis saham yang ada, karena masing-masing punya kelemahan dan kelebihannya. Mau tau? Lanjut⬇️",2020-03-10,0,0,0,-1,-1,0
investor pemula a thread,,,koinworks,"Kamu seorang investor pemula? Ingat 5 Hal Ini!

- A THREAD -",2020-03-10,0,4,0,-1,-1,0
kenalkan meetyourpeers sosialisasi koinrobo,,,belanjacelana,KoinWorks Kenalkan #MeetYourPeers untuk Sosialisasi KoinRobo  https://ift.tt/2wIo5FA ,2020-03-10,0,4,0,-1,38,0
kenalkan meetyourpeers sosialisasi koinrobo,,,belanjacelana,KoinWorks Kenalkan #MeetYourPeers untuk Sosialisasi KoinRobo  https://ift.tt/2wIo5FA ,2020-03-10,0,4,0,-1,38,0
kenalkan meetyourpeers sosialisasi koinrobo,,,belanjacelana,KoinWorks Kenalkan #MeetYourPeers untuk Sosialisasi KoinRobo  https://ift.tt/2wIo5FA ,2020-03-10,0,4,0,-1,38,0
ilmu relasi acara dialokal diselenggarakan alfatrex tema “logistik lancar bisa cuan” bertempat sinou cafe melawai jaksel besok tanggal maret free entry free snacks,,,alfatrex_id,"Yuk, tambah ilmu dan tambah relasi di acara #dialokal yang diselenggarakan oleh Alfatrex bersama koinworks Dengan tema “Logistik Lancar Bisa Buat Kamu Lebih Cuan!” Bertempat di sinou cafe, melawai Jaksel.
Besok! Tanggal 10 Maret 2020 (18:00-19:30)
Free entry
Free snacks  pic.twitter.com/e7fgmVNbjO",2020-03-10,0,4,0,-1,-1,0
tanya donkbrp ya proses utk pinjaman dana melgkpi data pencairan pengajuan sdh sebulan belm ada kejelasan tlg donk dibantu koin wor minimal ada info status pengajuan email itingtayahoocom,,,alizahilya,"@koinworks 
Tanya Donk,Brp lama ya proses utk pinjaman dana dari awal melgkpi data sampai pencairan? Soalnya pengajuan saya sdh hampir sebulan belm ada kejelasan yg pasti, tlg Donk dibantu Koin wor, Atau minimal ada info tentang status pengajuan saya. Email saya
itingta@yahoo.com",2020-03-10,0,0,0,-1,-1,0
rabu esok ada rencana kemana nih sob btw event seru nih moneydiary talk surabaya nemenin ngebahas perencanaan keuangan musisi mendalam seru kan😱👍 ayo daftar,,,koinworks,"hari Rabu esok kamu ada rencana kemana nih Sob? Btw, kita punya event seru lagi nih! #MoneyDiary Talk Surabaya akan nemenin kamu buat ngebahas tentang perencanaan keuangan seorang musisi lebih mendalam. Seru banget kan?😱👍 

Ayo daftar sekarang!  http://bit.ly/MDTSURABAYA2020  pic.twitter.com/oJ1nTetfgh",2020-03-09,0,0,0,-1,-1,0
paparkan prinsip dampak sosial koinrobo kegiatan meetyourpeers …,,,teknogav,"KoinWorks Paparkan Prinsip Dampak Sosial KoinRobo di Kegiatan #MeetYourPeers @koinworks
 https://www.teknogav.com/2020/03/koinworks-meetyourpeers.html?m=1 …",2020-03-09,0,4,0,-1,-1,0
khandar maaf ketidaknyamanannya laporan laba rugi tahunan pengembangan coba bantu cek diinfokan email terdaftar dm 🙏,,,koinworks,"Hi Khandar! Maaf banget yaa atas ketidaknyamanannya namun untuk Laporan Laba Rugi Tahunan saat ini masih dalam pengembangan. Namun, kalau Anda ingin kami coba bantu cek, boleh diinfokan email Anda yang terdaftar di KoinWorks ke DM kami 🙏",2020-03-09,0,0,0,-1,-1,0
hai welly mohon maag ketidaknyamanannya bisa infokan laporan laba rugi tahunan pengembangan tim bantu coba cek silakan infokan email dm 🙏,,,koinworks,"Hai Welly! Mohon maag sekali yaa atas ketidaknyamanannya namun bisa kami infokan kalau saat ini Laporan Laba Rugi Tahunan 2019 masih dalam pengembangan oleh tim kami. Tapi jika Anda ingin kami bantu coba cek punya Anda, silakan infokan email Anda ke DM kami 🙏",2020-03-09,0,0,0,-1,-1,0
dilo surabaya menggelar acara financial strategy in digital era pemateri willy sanjaya makt cfp head of financial consultant diadakan dilo surabaya daftarkan dirimu …,,,dilosurabaya,"DILo Surabaya bersama KoinWorks akan menggelar acara ""Financial Strategy in Digital Era"" dengan pemateri Willy Sanjaya, SE, M.Akt, CFP yang merupakan Head of Financial Consultant KoinWorks. Yang akan diadakan di DILo Surabaya. Yuk Daftarkan dirimu  http://bit.ly/koingodilosbymar … pic.twitter.com/pT9kqycPoX",2020-03-09,0,4,0,-1,-1,0
